ds,yhat,yhat_lower,yhat_upper
2014-03-30,662968.1621983147,518816.10034280026,793555.1469078086
2014-03-31,452854.0554446421,321334.2429351476,594425.8635587194
2014-04-01,405568.6992477709,268022.78870702797,545265.7945253963
2014-04-02,429700.71609948797,284029.54758374154,574140.0394129973
2014-04-03,342604.9657937351,194280.54921871307,487131.1641105648
2014-04-04,418284.98920240294,275456.1740843975,549292.7904700189
2014-04-05,610565.5260352684,477750.2691477179,750343.0537526673
2014-04-06,666313.1482597182,531631.1983728935,803887.1400549214
2014-04-07,458397.92548166245,321827.1279596933,598982.5491049262
2014-04-08,413013.14042824134,277717.09971506184,552191.6452305237
2014-04-09,438708.6397802969,304171.8554022996,564800.6053894869
2014-04-10,352811.2082270984,218015.89732796364,488660.7952237136
2014-04-11,429307.37390280474,294766.4195101064,571667.5250020694
2014-04-12,622015.9721500807,485814.27803923015,760233.1314212966
2014-04-13,677808.518141488,533477.3741843178,812644.5675279286
2014-04-14,469570.3219916176,325846.82500362146,601464.5611995974
2014-04-15,423519.38956388825,290617.52242922114,573692.9904422467
2014-04-16,448238.72607795737,310402.638896068,584608.6213052801
2014-04-17,361095.46794286935,226403.51625887243,515479.3550406967
2014-04-18,436122.2929476908,292270.3763654009,582316.6073854343
2014-04-19,627188.4808095731,498378.98501844105,783101.6534003228
2014-04-20,681218.7213364178,547036.2623443825,809037.0625644303
2014-04-21,471152.6508002673,338253.73509954766,623962.920309278
2014-04-22,423262.2055446141,287814.29356056935,558585.8319796413
2014-04-23,446182.4532801255,305352.4427429367,592814.3152214393
2014-04-24,357329.36715499323,215055.44695325638,508730.628133557
2014-04-25,430780.02763482183,296286.51620254683,571555.1063690148
2014-04-26,620442.6534401611,486764.0554272795,771202.6374244458
2014-04-27,673274.5816919135,526217.1042654156,812217.5773591405
2014-04-28,462241.19388782984,330049.22871560906,602643.3070074547
2014-04-29,413632.88566534105,285047.0635256437,551461.4037600415
2014-04-30,436095.74254778813,297887.92598486796,573056.6886568947
2014-05-01,347049.38152971474,203299.84619927054,483691.5862736661
2014-05-02,420567.431712769,283324.32139559375,568539.9542821918
2014-05-03,610548.0370695799,471229.31305452477,748471.4821414979
2014-05-04,663932.4799845486,531658.6621361605,804709.1469531726
2014-05-05,453664.89152309374,319813.32264962245,598744.9647548845
2014-05-06,406010.11876432144,269096.9319185932,546870.6541466477
2014-05-07,429585.3766947398,291778.82141081145,574869.4570095403
2014-05-08,341779.11061441083,200165.64582187173,472893.0921351865
2014-05-09,416632.50802106224,276936.8077463118,559163.8809122506
2014-05-10,608011.0102325095,475820.13160385005,756450.3664804763
2014-05-11,662823.8897765928,509341.5311184841,806693.8194719052
2014-05-12,453984.834762501,314979.0790067868,590849.8468661087
2014-05-13,407730.58329718414,274483.7469585488,556865.0554054867
2014-05-14,432653.21753280866,292094.0424030879,577490.3019896346
2014-05-15,346119.5284890183,200578.2335730253,480165.7541680537
2014-05-16,422152.8814919501,282987.9621005873,563517.8238166759
2014-05-17,614604.92884133,477401.5677434988,744599.7502491962
2014-05-18,670375.2375159623,535853.4577679251,813442.8263373896
2014-05-19,462371.78009004885,321972.46726633847,608564.3664516644
2014-05-20,416829.3436546898,274574.7856489147,562759.9189972854
2014-05-21,442341.48228396283,313852.1167686091,588012.4135073469
2014-05-22,356279.4436396823,221274.22936524794,498101.2501473427
2014-05-23,432673.521748925,302040.0783168128,576176.8463113726
2014-05-24,625384.206579654,490368.6139051256,775351.2108173558
2014-05-25,681321.2231860494,541857.824781321,819640.2908793362
2014-05-26,473403.43351847,340089.9472659573,598528.2164030198
2014-05-27,427876.67972856225,292522.8882327244,578662.3512519922
2014-05-28,453345.2167132136,320542.76698855957,599055.9211872888
2014-05-29,367190.18416538945,226214.96997500776,505892.388795875
2014-05-30,443450.58654983464,304562.2731439008,573854.2340483625
2014-05-31,635994.1642389653,494524.65684276377,772929.6560946652
2014-06-01,691736.2569450043,557154.9176671618,833921.5200543402
2014-06-02,483599.6364915933,342795.2726115035,628982.7701993253
2014-06-03,437832.38710646966,303569.3447712624,572963.2900038576
2014-06-04,463039.47591977095,325596.72744041844,597654.3397370296
2014-06-05,376601.45463110285,245304.11791579702,527431.393175454
2014-06-06,452555.74766112585,317984.7832673586,595351.98476659
2014-06-07,644767.8936426195,512090.4712007302,794627.6478298825
2014-06-08,700150.8223868394,563596.2924037362,840940.2240226234
2014-06-09,491625.1235102634,340112.96978793724,625456.5052317759
2014-06-10,445437.3629897004,297809.2008322158,589967.3334253025
2014-06-11,470192.06826025445,328836.8285678358,601553.836181417
2014-06-12,383270.80139281834,244928.58103818528,531760.6295935776
2014-06-13,458713.7558260014,327022.6166939122,600181.4546456708
2014-06-14,650391.2259564935,516567.22294765536,789584.6037377467
2014-06-15,705223.0172487112,564036.833914226,842181.7091829936
2014-06-16,496138.74221047375,361039.52588120225,630547.98546124
2014-06-17,449396.0518227019,316545.63813416375,589203.0341135478
2014-06-18,473612.4208136815,336520.85659316933,618528.7093268416
2014-06-19,386183.90876715106,260957.64301003815,529258.0110707587
2014-06-20,461166.3396284599,312798.46999380447,589940.4637518803
2014-06-21,652446.2605301798,506354.5807202047,796358.7797450152
2014-06-22,706959.7633752414,566241.8678850542,855674.8212064063
2014-06-23,497652.13401720556,364118.34383450286,633293.4144298168
2014-06-24,450795.4011880256,306983.8837021993,586458.9777271545
2014-06-25,475019.4283899959,336947.40307429864,610032.1656701989
2014-06-26,387729.9974936653,251643.2601629524,520906.9646455268
2014-06-27,462989.3528633039,331383.5597560075,597815.2649915454
2014-06-28,654686.5942476217,523117.4393245123,796962.9656085974
2014-06-29,709756.0267850592,570329.6652575409,865344.497618855
2014-06-30,501136.4560330217,347969.8262465755,638726.4878408507
2014-07-01,455088.52001240023,325832.74986901175,589053.0415499046
2014-07-02,480225.7174523892,338982.97734130523,628216.3107535774
2014-07-03,393932.5918866116,234699.62287737007,521919.4850903398
2014-07-04,470245.5472298204,340025.7892524821,609608.7800390196
2014-07-05,663023.6829040142,521218.31863438705,792371.2296177553
2014-07-06,719167.7520102909,576336.8471361576,856368.421067941
2014-07-07,511580.2194006691,372368.827954789,653175.7104942434
2014-07-08,466483.49505040224,336316.67129078484,622783.0839182073
2014-07-09,492451.9801048117,356676.2830495274,629216.3352628318
2014-07-10,406831.3587129675,276646.30252914224,539031.9580927528
2014-07-11,483620.5807782884,339252.0089613205,627059.1109063006
2014-07-12,676643.8900471196,528677.8015873664,809766.0028870938
2014-07-13,732770.9652390052,595656.4574082562,864217.0524158732
2014-07-14,524878.1141864446,381373.1369112871,658627.673449878
2014-07-15,479167.5595846429,336514.78998888255,613617.442298449
2014-07-16,504200.418091295,375006.3178080559,638978.9912055514
2014-07-17,417316.7726794222,283791.00461344013,559689.8592918146
2014-07-18,492518.2535940849,355572.8626263382,625354.3214368188
2014-07-19,683640.4570788026,540484.18659283,822683.537552245
2014-07-20,737573.2497146004,607973.3467568947,882577.9757975611
2014-07-21,527221.8846631963,392503.8816000408,667597.4761316036
2014-07-22,478825.96147960715,337044.194507793,617614.3427767002
2014-07-23,500991.83147294965,347200.38651211356,637352.5715750292
2014-07-24,411111.85609173344,274492.7572629338,561751.9300956847
2014-07-25,483245.9485588116,334314.33831795957,619317.1679327078
2014-07-26,671292.7498515908,532634.7176702911,810257.0045100261
2014-07-27,722208.5153684884,590572.6678177678,857155.0171219433
2014-07-28,508966.6729534973,360554.8285709393,652578.6360968123
2014-07-29,457875.12332541804,325281.7867159278,601850.3387418182
2014-07-30,477606.92824721814,326851.8337596974,625301.6074269414
2014-07-31,385617.8400079305,234828.63205917377,520817.3562367505
2014-08-01,456026.1500557754,318974.7369224573,597624.1586179112
2014-08-02,642782.2555713395,502333.4354162244,784127.3418619189
2014-08-03,692886.0667650383,556982.4882616188,826288.2112657364
2014-08-04,479345.2593420597,335936.8842505115,616080.1423571086
2014-08-05,428491.4829830462,291580.39919011976,569299.0519804021
2014-08-06,449010.20575017435,306489.73287292774,589169.6385828775
2014-08-07,358357.6762736962,221738.20613520377,503470.86379928177
2014-08-08,430640.5025693219,297947.8562736356,571689.9584052283
2014-08-09,619785.2593302218,480255.30005775,761420.0767867651
2014-08-10,672756.2510267196,539258.9143854841,808643.6335086647
2014-08-11,462514.4310427507,324687.7113728663,598523.1879399867
2014-08-12,415334.5747154042,274943.08799911436,550425.2233260649
2014-08-13,439836.36463206855,308183.9304262238,583656.1403351102
2014-08-14,353402.84045699594,214581.0820522278,487713.0624610436
2014-08-15,430061.6752066293,293857.86255915853,569968.8878418786
2014-08-16,623656.6465349932,484926.3038624043,761693.0844147564
2014-08-17,681067.3818498878,546498.8567096548,827713.698670544
2014-08-18,475135.5636407458,332667.8478157055,613564.3950452902
2014-08-19,432088.4452724162,281760.8959976262,575985.4718982734
2014-08-20,460467.66536235396,316772.58109848463,602130.4938497269
2014-08-21,377584.37241016154,238208.11540480788,518040.04227566766
2014-08-22,457402.261538248,313607.3600769753,596040.553588227
2014-08-23,653710.6043122734,515064.6678151659,788477.8590353142
2014-08-24,713345.3066745282,573013.897240915,855038.7816247335
2014-08-25,509150.9055507196,372516.5857987068,646068.6230598947
2014-08-26,467300.5175560349,332286.83845574415,605502.6046344511
2014-08-27,496329.3213913554,358995.98608067725,637854.7076953284
2014-08-28,413554.9593693062,271843.27860560734,552556.2816335636
2014-08-29,492960.26510333107,351252.09918369266,635236.101850477
2014-08-30,688365.6446262733,561748.9095077666,829271.7277403413
2014-08-31,746649.1633899388,608349.4199756107,883257.324258499
2014-09-01,540707.2763553641,404532.12997406337,681695.5597037019
2014-09-02,496773.249805697,362795.4234133556,638365.4230605223
2014-09-03,523448.8992482574,395808.4977044785,665462.4192062338
2014-09-04,438123.078030091,301554.29342253035,583689.2887236179
2014-09-05,514852.3779064517,374077.3028102977,651632.207208345
2014-09-06,707531.4265233959,571134.890689944,844539.7102559794
2014-09-07,763110.893775856,626966.238005961,897229.9940543689
2014-09-08,554556.2039206198,413591.57210948016,694345.2131404887
2014-09-09,508164.0600776174,365687.6603938569,643249.845247197
2014-09-10,532592.4602168329,385093.2675583839,682101.6887180371
2014-09-11,445277.689038089,314673.1303130408,583500.9264409619
2014-09-12,520313.7903569978,385764.1261642736,660610.6709392909
2014-09-13,711621.940621274,577143.9599333593,849616.9776857338
2014-09-14,766167.8623819172,631071.531403891,908165.7886122238
2014-09-15,556920.2918131282,418706.6242700514,691136.4081129407
2014-09-16,510167.61393296043,364556.27357534727,638344.8037047718
2014-09-17,534548.3411843833,398573.60880197096,676352.4945168473
2014-09-18,447468.90590509254,313708.73540569464,590565.2382222373
2014-09-19,522984.247362065,387040.06117306656,666315.4905036158
2014-09-20,714968.580603812,582823.5448644904,848879.7819470419
2014-09-21,770334.4440901458,629208.434047594,911783.5507916695
2014-09-22,561992.9910101737,435903.46100845165,706598.2063465294
2014-09-23,516172.5828846708,375292.838609033,649405.5028328178
2014-09-24,541451.3017315955,394779.98785506416,684768.002304041
2014-09-25,455176.78939298575,322622.00297219196,602111.3019013649
2014-09-26,531348.832038619,386828.05182855116,665135.0101029429
2014-09-27,723792.0155463453,586600.704752218,863492.240769509
2014-09-28,779376.490144046,644055.2653440064,917729.7649002816
2014-09-29,570979.7553903232,436807.57967918064,713899.7296654875
2014-09-30,524806.4766179941,389574.5749334117,669078.4029958135
2014-10-01,549421.9095150257,404081.8033001659,687559.8565876075
2014-10-02,462172.3109257286,318857.5419007905,614066.0286551162
2014-10-03,537067.7334512436,396597.30260725506,668983.4446693441
2014-10-04,727954.5199097708,598824.5833537165,879414.400821685
2014-10-05,781735.5375573393,640604.7891031237,923664.7875306108
2014-10-06,571331.0759001297,437389.6143725457,725000.1144999594
2014-10-07,522997.4429123647,391808.8763825704,669919.8061961851
2014-10-08,545358.8703972106,405567.374578325,682032.7097106504
2014-10-09,455826.1500363357,321061.8756547156,599614.3678712953
2014-10-10,528477.4494328463,379737.2502647105,666238.0233214129
2014-10-11,717167.7473131248,570714.3580153289,862130.8957641332
2014-10-12,768929.6682200388,624978.5233502138,916983.0809854255
2014-10-13,556749.3536590462,407592.5498280742,697150.408967827
2014-10-14,506943.8263434677,370815.195910552,649502.637936513
2014-10-15,528190.848824025,393860.24421374855,669799.9783668893
2014-10-16,437945.6980967013,289071.61094670615,583273.7628201054
2014-10-17,510320.3654511121,371910.9731448998,648517.3242944791
2014-10-18,699252.6095258351,561729.3194205092,839441.0920406074
2014-10-19,751723.0112661204,611059.5986444757,899012.4011120787
2014-10-20,540713.0569970381,401880.9055578177,677054.1002673667
2014-10-21,492521.37727896,355284.3493120908,638986.9289422424
2014-10-22,515793.832665173,383056.0250412234,656276.452762325
2014-10-23,427940.9333370356,293624.74697402003,569251.2200330361
2014-10-24,503018.0901566906,359761.17506363493,635044.1420883547
2014-10-25,694896.1011243851,551628.2670988219,828650.7279520076
2014-10-26,750479.9862024967,605122.8991550892,897513.3553102402
2014-10-27,542669.1501334574,399420.78325384244,681838.0483756767
2014-10-28,497675.9446779812,361809.08947780554,636128.5202367585
2014-10-29,524058.2570192886,385717.6472568236,658046.0436318573
2014-10-30,439139.5405474788,306229.51851898554,576119.763047181
2014-10-31,516891.71040231845,378728.3482719185,666409.9827512263
2014-11-01,711108.23030715,573743.0182413843,843874.4872436852
2014-11-02,768625.4261400374,628700.4811432001,911782.9676597352
2014-11-03,562284.9305254102,415201.8327338521,696106.6165022387
2014-11-04,518254.25892521656,377683.6309490812,659073.3378234752
2014-11-05,545061.0795330558,408470.36888025113,699398.2655461727
2014-11-06,460014.53720186854,315692.1372417377,602999.3124270609
2014-11-07,537089.0080088531,403210.9921042829,672285.0788177202
2014-11-08,730097.5768719441,595987.0991692862,877014.8867496261
2014-11-09,785913.252383214,653610.9640143675,928248.0276922442
2014-11-10,577430.8154657602,442005.097113518,715981.8503741367
2014-11-11,530886.308729696,387763.81917609775,662027.1570751433
2014-11-12,554889.749282466,428779.232266973,695879.0165898572
2014-11-13,466844.4594076306,327670.09244187066,601967.4465109963
2014-11-14,540828.4388296889,406402.5561868429,684107.8042883379
2014-11-15,730765.1299235297,588957.3699989907,876091.9550386398
2014-11-16,783641.6592820468,639155.1847064822,918659.8158063279
2014-11-17,572467.530056482,429562.3303162465,717779.9846656275
2014-11-18,523590.85619822174,386323.3991359855,667296.0533576155
2014-11-19,545727.809848006,397529.9779394013,686427.3651819376
2014-11-20,456378.76656940364,317629.2862373363,601738.1614886767
2014-11-21,529706.6617480405,390790.79293655785,668109.9847454515
2014-11-22,719704.9959322426,582170.9905660542,870247.2141820822
2014-11-23,773413.6533441669,634455.6542172389,914432.7677325346
2014-11-24,563875.5808398336,422084.6795440036,710806.0163784937
2014-11-25,517451.48129209847,373476.3988607565,645976.6562245401
2014-11-26,542848.2435703598,403972.3844700466,679464.5380827154
2014-11-27,457534.6312841488,320019.46047821455,595715.8175964513
2014-11-28,535619.766444241,392395.8865872017,680313.7049526613
2014-11-29,731021.8531775248,583159.4328782769,867013.5790794644
2014-11-30,790685.2972495181,660350.6468090417,930080.9489866279
2014-12-01,587539.2443787474,444867.140714015,734424.902565314
2014-12-02,547814.6517203882,411172.5562776156,686574.8849655201
2014-12-03,580075.5606350234,443952.86775803566,720061.0411351324
2014-12-04,501638.02567162865,370396.24821860495,630574.6503021055
2014-12-05,586452.1577269344,454167.0726611323,738793.409157711
2014-12-06,788274.6375747063,651900.4179424178,934983.3699126983
2014-12-07,853889.76113379,710513.5329939428,990709.6974587988
2014-12-08,656071.939082807,510075.61586333514,793677.6021843869
2014-12-09,620906.6632631948,490643.6003781419,766356.9612774279
2014-12-10,656825.506634923,524848.6876021477,796797.1744825032
2014-12-11,581028.5137933503,435818.8271337235,719382.644264833
2014-12-12,667369.3475736445,542188.0157237655,807068.2183942283
2014-12-13,869530.4653045328,729227.3092171008,1000134.1908050964
2014-12-14,934246.3124801065,795696.1688105667,1075439.0759322436
2014-12-15,734267.3969549506,592706.0782950255,874629.691875795
2014-12-16,695682.210537667,553776.107202993,822918.9911794723
2014-12-17,726952.5350273605,581248.3971948114,862404.2144126934
2014-12-18,645335.476619107,505555.51707237086,778899.2349327273
2014-12-19,724767.598189887,583751.4614079338,865239.9704341263
2014-12-20,919038.4440811779,780133.469685064,1069326.07032778
2014-12-21,975011.4827718162,821455.9245224472,1109266.1456058351
2014-12-22,765585.3838529944,615316.3372993867,894408.3970374581
2014-12-23,717012.6637925756,580486.6934539842,848440.6917135332
2014-12-24,737931.3177616824,594080.7348203494,874665.6413435661
2014-12-26,714692.326483466,571416.9110492086,859480.9749327563
2014-12-27,898637.383074367,754601.9324460352,1020655.7865581219
2014-12-28,944665.0985222347,801279.0313632662,1073961.989674048
2014-12-29,725848.9795916971,581846.7121537846,863337.8423147602
2014-12-30,668603.663439936,530595.8878946477,817407.9137831074
2014-12-31,681712.8983767712,547071.686122047,818888.0578551952
2015-01-01,582744.3509456248,448537.2066301383,720165.7281832285
2015-01-02,645926.7883495226,519460.93163928774,791120.9105456043
2015-01-03,825317.1033550049,694973.2521517402,957385.386295653
2015-01-04,868015.3680838463,725754.51859963,1011345.8177642276
2015-01-05,647120.9784372789,507460.44708374585,787433.9788866669
2015-01-06,589047.0494852152,448138.36280369223,723088.6927807246
2015-01-07,602548.7822161624,456765.7482488489,739319.2081831329
2015-01-08,505139.3140196448,367613.8290542902,632963.3392575278
2015-01-09,570968.5716817838,436194.18797386636,713188.6951419218
2015-01-10,753992.5477172747,610043.9930992814,882656.2710349744
2015-01-11,801191.1253743293,661755.2385241245,940814.3841614007
2015-01-12,585527.4398680157,441712.62423134776,737956.2094500259
2015-01-13,533265.8508770091,399296.5598003569,675676.3099400615
2015-01-14,553004.1526025987,410690.5790514954,694072.571995535
2015-01-15,462093.4333520023,323980.977571939,598018.6651821891
2015-01-16,534520.9994246472,401685.42985180294,670838.5566395448
2015-01-17,724083.6792461171,588081.2191795945,865295.4075752913
2015-01-18,777609.5301482717,637539.5808614823,925168.7751496185
2015-01-19,567920.8370037632,439898.75878708623,700907.7100207547
2015-01-20,521155.3866320729,386384.635574202,656597.6553976125
2015-01-21,545801.5626623794,396129.41123971896,685115.3230900145
2015-01-22,459120.60288788733,306834.66444456327,601682.0954341771
2015-01-23,535031.3773342284,395859.9877364097,682190.5677276802
2015-01-24,727284.9612696423,585652.8818938263,876105.7405836621
2015-01-25,782686.9996028101,635857.1092147811,923323.9053002769
2015-01-26,574060.7423194523,442078.60986560525,710325.4669895672
2015-01-27,527567.741754024,392665.87802530505,668557.0800841338
2015-01-28,551814.7680435254,411991.05284632416,695417.1635133827
2015-01-29,464055.3802507891,326696.75398856786,612526.2387696846
2015-01-30,538291.4500215357,394218.84689286357,672050.1727433878
2015-01-31,728372.0914007026,586211.1039722419,867908.9288698258
2015-02-01,781213.0124253375,640092.3628801603,916796.6681855121
2015-02-02,569756.2644142066,436587.1366866011,711407.1015429568
2015-02-03,520287.47094170994,379002.04492874106,648934.4346653001
2015-02-04,541466.1992471458,406631.3882982079,675080.9002440441
2015-02-05,450742.95077207277,307768.37492012075,594259.1168135293
2015-02-06,522238.27657921927,377499.2954163467,659689.9679043388
2015-02-07,709911.4481778721,573789.7269099645,847858.1166326276
2015-02-08,760776.8410171655,616470.5907919038,900018.7142165424
2015-02-09,547861.0712518668,407533.15409497515,692410.6821035243
2015-02-10,497518.0333791626,369300.16131949465,647696.6313503116
2015-02-11,518457.5549571898,378331.62609260256,660087.3189997828
2015-02-12,428161.1851259348,283158.8761265578,572516.9902313185
2015-02-13,500760.64831780887,362664.19594447454,645591.7131528754
2015-02-14,690206.4044359607,547508.5072014437,827929.044760856
2015-02-15,743484.4684801021,610693.9795903042,893074.9534308495
2015-02-16,533574.5112363681,402766.7950673187,674119.3793698208
2015-02-17,486766.3556069663,342295.3352482877,627713.9482748272
2015-02-18,511690.5388050635,365345.9295071768,649563.11354484
2015-02-19,425736.3996059963,280055.7298795074,559992.2409345743
2015-02-20,502933.1546718109,357144.3575450844,645039.2547093334
2015-02-21,697121.3299572561,551334.5231284765,836215.2244439747
2015-02-22,755172.619196899,612408.3752825955,894451.4762701489
2015-02-23,549951.1066328753,416828.55220260855,687611.1179219661
2015-02-24,507632.8830040008,367356.9488323079,647392.9493894182
2015-02-25,536739.6407045315,406412.9139963271,680232.9472729304
2015-02-26,454559.62651078356,325343.66481505183,589671.0017966763
2015-02-27,535031.3407729013,405608.87110732426,676418.4026991295
2015-02-28,731917.281622513,604300.6697473405,869039.0192637542
2015-03-01,792025.7481210168,647367.9585765474,943941.8694382652
2015-03-02,588173.5922792137,444823.94418403733,729884.1282751679
2015-03-03,546506.9137194091,402715.7992456576,692914.0871066125
2015-03-04,575535.2604144722,434828.9983308289,723738.4844725276
2015-03-05,492552.70461406454,357034.01690091245,627671.9146396078
2015-03-06,571521.1868354931,433076.7207252437,706273.3735927948
2015-03-07,766243.4433853122,628084.510339868,908627.9080188925
2015-03-08,823583.5605424189,685751.7614880184,959435.1368230871
2015-03-09,616428.0858079254,473592.18285637617,760588.6312142904
2015-03-10,571004.7405050815,429138.50821072847,715257.9166110505
2015-03-11,595914.3560775239,448364.3422934867,742877.0430856552
2015-03-12,508549.4688464545,359810.99071028107,643173.0476713249
2015-03-13,582975.03650121,456627.49926562334,728139.3289764624
2015-03-14,773098.664965042,622570.4264021484,913380.8319916885
2015-03-15,825888.4626209936,677597.3512309147,964402.1379850894
2015-03-16,614331.5248255015,467498.94993326225,750221.7580468166
2015-03-17,564750.1621623669,436530.27690180956,706471.1049793516
2015-03-18,585831.5587967816,448661.8426003655,730365.6718772596
2015-03-19,495044.35283344577,348678.9437335644,644104.5016154447
2015-03-20,566517.650794324,429280.15913148515,692305.7372676766
2015-03-21,754209.9041867215,608788.3610796003,901832.6538064355
2015-03-22,805125.7940683153,665653.4626045828,940077.0975030022
2015-03-23,592512.645533442,455634.5851642504,730334.3692794929
2015-03-24,542460.986680367,398220.5216540894,678112.0089196175
2015-03-25,563649.94475592,420005.78838884126,691940.8779874763
2015-03-26,473525.9448263091,341644.24265289,614854.9709812269
2015-03-27,546182.7027966165,407324.88143533224,686690.0203833588
2015-03-28,735531.4045252854,604327.5295688114,872140.5353951727
2015-03-29,788519.1737046185,652544.5706481381,929176.8660177342
2015-03-30,578088.7993240772,447534.1530249347,717867.7906270274
2015-03-31,530496.7875860943,400694.6784689044,664460.4051074056
2015-04-01,554345.3612318615,414856.35999382904,696114.0536296472
2015-04-02,467001.82208123076,324506.0770184374,605446.0055466545
2015-04-03,542480.7024934066,400199.80444047594,682264.7826672873
2015-04-04,734616.0396448234,596249.505653113,885235.9407521284
2015-04-05,790281.8195896844,654252.008175602,921052.5861851647
2015-04-06,582353.5110283528,444194.1769512771,711470.8858337996
2015-04-07,537027.70881078,405036.7150241794,684072.5416250502
2015-04-08,562855.4725591873,419952.5352299268,702864.422206211
2015-04-09,477162.74673007545,344138.2687492448,622832.6086974945
2015-04-10,553933.2670965446,416247.00891369185,706952.8656074635
2015-04-11,746981.2759464737,609232.8412317156,881939.2412498244
2015-04-12,803172.090572379,665363.5810898242,953774.6427406404
2015-04-13,595383.4516390992,465961.4659050264,729931.1011183861
2015-04-14,549824.6867232939,415142.85118404304,691473.1043364415
2015-04-15,575069.297621341,434744.8401999674,713200.2345490695
2015-04-16,488474.3880072353,350939.0021347339,626659.8158825154
2015-04-17,564062.3726574514,428285.4220978678,694031.9192419052
2015-04-18,755692.3315293705,605078.2546655192,898227.3546563574
2015-04-19,810279.0976922762,660150.2653692439,957412.0860055385
2015-04-20,600753.0521271772,459454.54237090336,736593.4002225152
2015-04-21,553377.7077322636,401690.7722031223,696732.8016199458
2015-04-22,576780.7373691852,433624.1606806011,725407.4615626746
2015-04-23,488371.90660173923,346059.7984049259,621932.1796970333
2015-04-24,562223.3930463742,428510.9329461975,706286.5959091657
2015-04-25,752239.8918015697,610499.7905761856,889218.7873739825
2015-04-26,805376.6266880665,660323.2631054238,934262.8322494131
2015-04-27,594598.2648546719,452005.0844055939,740588.5878989041
2015-04-28,546195.8348674575,398542.6336111302,687790.0371390645
2015-04-29,568817.3138295006,420618.34874183964,701284.2726711795
2015-04-30,479885.3477176038,339612.30860589165,622327.4640136213
2015-05-01,553477.583343101,415202.6980446312,694289.6658751798
2015-05-02,743497.0011765151,590630.2128173263,888941.0631087582
2015-05-03,796890.3523605941,665930.2152506539,930859.368670553
2015-05-04,586607.6756015708,450065.09959544236,727252.8937049248
2015-05-05,538919.9675834131,403023.6932814066,668837.5383847761
2015-05-06,562450.6423695564,426847.21724752913,699874.254495359
2015-05-07,474594.2113491788,331378.9914425301,610216.8966830346
2015-05-08,549397.6280777521,411296.57987909473,688031.2235048774
2015-05-09,740731.6529117086,601078.6676289248,888554.9027009343
2015-05-10,795510.3072451627,666684.1772363323,932859.9244331337
2015-05-11,586651.3613983849,450138.12097021483,721949.1279017796
2015-05-12,540394.9010074909,402711.60481784545,673768.8104617848
2015-05-13,565335.5822860359,432949.57003154024,703991.7336392778
2015-05-14,478841.98699665454,342002.4992401717,626619.3224146547
2015-05-15,554938.5057225383,421585.7888070874,686354.5093284618
2015-05-16,747477.0937925277,615836.6385991287,885266.0996171044
2015-05-17,803356.9647713711,666850.3989450332,938503.2192659952
2015-05-18,595485.1658719438,451651.60798986175,729514.9189788905
2015-05-19,550095.0859177456,404400.32141225046,683331.5420840492
2015-05-20,575778.5167734656,431081.9122251611,716155.3749912933
2015-05-21,489904.6940578495,352703.7778690504,632065.9667508313
2015-05-22,566501.7643582775,424072.5464089954,704222.1680321476
2015-05-23,759428.0449446085,620767.0761093748,897327.7272673444
2015-05-24,815591.1644195337,682389.2887936297,967425.2558203851
2015-05-25,607908.0535974631,469731.56323329156,746782.4700317738
2015-05-26,562622.8621945487,422742.14756023086,691926.843264623
2015-05-27,588338.446599704,442651.22471213684,726006.8642186698
2015-05-28,502434.87729000335,363436.92642784026,648004.1558742906
2015-05-29,578950.4334713412,443726.7531588459,720283.7439825727
2015-05-30,771752.4682165079,623992.6240080805,915607.1454753259
2015-05-31,827756.2461272872,689723.782734582,975873.7022763757
2015-06-01,619884.7322787072,482953.90804983635,763088.7611083495
2015-06-02,574386.4130754276,429248.17032272794,711682.1145039211
2015-06-03,599866.7948159807,472178.89862233214,746750.4763848875
2015-06-04,513707.0245283237,368623.1059307538,648631.7558684794
2015-06-05,589945.0924026698,463975.8213189728,733095.1554000253
2015-06-06,782446.9868811754,644724.1999425048,907910.3815641508
2015-06-07,838125.8888227665,697453.442312303,973372.7262415091
2015-06-08,629902.3650827353,482922.40197618335,756190.0074363536
2015-06-09,584022.6216723057,448334.66362555063,711908.8776973707
2015-06-10,609090.440561772,463433.50419343414,754136.939522236
2015-06-11,522486.22257812007,382746.91518089495,662067.6320286049
2015-06-12,598248.5740580991,461848.505397179,734238.0816943907
2015-06-13,790245.7879982744,648792.4334572597,931540.7445690824
2015-06-14,845395.2879302274,712056.6805624642,983334.8505270028
2015-06-15,636623.9795442815,505544.19274590304,771117.5999605687
2015-06-16,590186.5584484867,460701.2459385935,734444.9358554524
2015-06-17,614697.3903464968,466425.3667226913,745913.8229745853
2015-06-18,527549.3827446592,390971.8118942142,677191.7453116394
2015-06-19,602795.2871092913,466490.10503356426,749065.0855621623
2015-06-20,794318.7881649665,650205.8319852966,931780.7310869632
2015-06-21,849053.4590646359,708897.5478271529,982581.5097501304
2015-06-22,639942.5422370421,500255.3616427101,777515.0804427793
2015-06-23,593256.6229094461,451716.25207410974,730090.1367399339
2015-06-24,617624.8334537623,476112.8311477346,758651.3790657836
2015-06-25,530453.0320531467,393131.1727842133,665562.7476472377
2015-06-26,605804.4207173202,469266.1848620886,745834.1471017004
2015-06-27,797569.9862486764,655264.4370961252,941919.0777951889
